function_name,file_path,module,applicable_standard,standard_section,confidence,notes
get_all_config,infrastructure/base_solvers/interfaces.py,infrastructure,Gap,,low,
set_input_data,infrastructure/base_solvers/interfaces.py,infrastructure,Gap,,low,
get_input_data,infrastructure/base_solvers/interfaces.py,infrastructure,Gap,,low,
set_validation_errors,infrastructure/base_solvers/interfaces.py,infrastructure,Gap,,low,
get_validation_errors,infrastructure/base_solvers/interfaces.py,infrastructure,Gap,,low,
add_validation_error,infrastructure/base_solvers/interfaces.py,infrastructure,Gap,,low,
clear_validation_errors,infrastructure/base_solvers/interfaces.py,infrastructure,Gap,,low,
has_validation_errors,infrastructure/base_solvers/interfaces.py,infrastructure,Gap,,low,
orcaflex_model,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
riser_joints_to_line_types,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
GetGeneral,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
GetEnvironment,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
seaAndSeabed,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
wave,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
current,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
wind,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
vesselTypes,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
supportTypes,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
codeChecks,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
RayleighDampingCoefficients,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
lineTypes,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
lines,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
customize_fj_types,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
customize_py_models,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
links,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
add_support_spring,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
add_tensioners,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
tensioner_vessel_locations,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
spring_properties,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
get_connection_definitions,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
get_connection_stiffnesses,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
get_fj_line_definitions,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
get_line_items_vertical,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
VariableData,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
BendingConnectionStiffness,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
LineTypeOuterDiameter,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
vessels,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
winches,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
groups,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
WriteOrcaflexModel,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
build_model,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
line_items_catenary,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
variable_data,infrastructure/base_solvers/marine/orcaflex_model_components.py,infrastructure,Gap,,low,
get_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
get_system_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
pipe_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
get_section_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
get_material_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
get_equivalent_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
get_coating_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
get_internal_fluid_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
get_buoyancy_properties,infrastructure/base_solvers/marine/pipe_properties.py,infrastructure,Gap,,low,
router,infrastructure/base_solvers/marine/ship/ship_design.py,infrastructure,Gap,,low,
router,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_lcf_sn_fatigue_damage,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_lcf_timetrace_rainflow_and_fatigue_damage_P1_fast,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_lcf_timetrace_rainflow_and_fatigue_damage,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_abs_combined_fatigue,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
save_combined_fatigue_as_csv,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
save_combined_fatigue_summary_as_csv,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_fatigue_states_and_stress_timetrace,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_fatigue_states_by_file_name,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_state_files_by_directory,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
save_stress_output_as_csv,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_fatigue_damage_output_df_for_timetrace,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_output_df_P1_fast,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_output_df,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_df_definition,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_fatigue_df_definition_for_timetrace,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_timetrace,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_data_by_set_P1_fast,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_data_by_set,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_data_for_coordinate,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_data_for_element_P1_fast,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_stress_data_for_element,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
read_files_and_get_data_as_df,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
transform_df_for_P1_stress_fast_process,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
transform_df_for_stress_analysis,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_df_with_4_nodes,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_df_with_8_nodes,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
read_seasam_xtract,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_fatigue_states_by_directory,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
get_files_in_directory,infrastructure/base_solvers/marine/ship/ship_fatigue_analysis.py,infrastructure,Gap,,low,
prepare_stack_up_properties_df,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
populate_elevation_from_endA_in_df,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
populate_shear7_x_by_L_in_df,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
populate_elevation_relative_to_mudline_in_df,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
populate_elevation_relative_to_MSL_in_df,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
evaluate_inservice_weights_and_tensions,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
assign_key_properties_to_df,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
evaluate_stack_in_service_weights,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
evaluate_effective_tension,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
evaluate_stretch_in_riser,infrastructure/base_solvers/marine/typical_riser_stack_up_calculations.py,infrastructure,Gap,,low,
solve_by_coefficients,infrastructure/base_solvers/pipeline_solvers/math_solvers.py,infrastructure,Gap,,low,
solve_using_sympy,infrastructure/base_solvers/pipeline_solvers/math_solvers.py,infrastructure,Gap,,low,
solve_y_for_X,infrastructure/base_solvers/pipeline_solvers/math_solvers.py,infrastructure,Gap,,low,
numpy_fft,infrastructure/base_solvers/pipeline_solvers/math_solvers.py,infrastructure,Gap,,low,
max_distance_for_spatial_sets,infrastructure/base_solvers/pipeline_solvers/math_solvers.py,infrastructure,Gap,,low,
set_elements,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
set_nodes,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
set_boundary_conditions,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
set_loads,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
set_material_properties,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
assemble_global_matrix,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
apply_boundary_conditions,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
solve_system,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
compute_stresses,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
validate_mesh,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
get_results,infrastructure/base_solvers/structural/base.py,infrastructure,Gap,,low,
set_num_modes,infrastructure/base_solvers/structural/buckling/elastic_buckling.py,infrastructure,Gap,,low,
validate_inputs,infrastructure/base_solvers/structural/buckling/elastic_buckling.py,infrastructure,Gap,,low,
solve,infrastructure/base_solvers/structural/buckling/elastic_buckling.py,infrastructure,Gap,,low,
get_solver_metadata,infrastructure/base_solvers/structural/buckling/elastic_buckling.py,infrastructure,Gap,,low,
get_results_summary,infrastructure/base_solvers/structural/buckling/elastic_buckling.py,infrastructure,Gap,,low,
get_mode_shape,infrastructure/base_solvers/structural/buckling/elastic_buckling.py,infrastructure,Gap,,low,
get_material_properties,infrastructure/base_solvers/structural/config.py,infrastructure,Gap,,low,
validate_structural_config,infrastructure/base_solvers/structural/config.py,infrastructure,Gap,,low,
get_default_config,infrastructure/base_solvers/structural/config.py,infrastructure,Gap,,low,
get_config_description,infrastructure/base_solvers/structural/config.py,infrastructure,Gap,,low,
get_config_summary,infrastructure/base_solvers/structural/config.py,infrastructure,Gap,,low,
compute_local_stiffness_matrix,infrastructure/base_solvers/structural/elements/beam_element.py,infrastructure,Gap,,low,
compute_transformation_matrix,infrastructure/base_solvers/structural/elements/beam_element.py,infrastructure,Gap,,low,
compute_global_stiffness_matrix,infrastructure/base_solvers/structural/elements/beam_element.py,infrastructure,Gap,,low,
get_node_ids,infrastructure/base_solvers/structural/elements/beam_element.py,infrastructure,Gap,,low,
get_global_dof_indices,infrastructure/base_solvers/structural/elements/beam_element.py,infrastructure,Gap,,low,
compute_element_strains,infrastructure/base_solvers/structural/elements/beam_element.py,infrastructure,Gap,,low,
compute_element_stresses,infrastructure/base_solvers/structural/elements/beam_element.py,infrastructure,Gap,,low,
compute_local_internal_forces,infrastructure/base_solvers/structural/elements/beam_element.py,infrastructure,Gap,,low,
get_raw_data,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
prepare_FEAModel,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignGeneral,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignEnvironment,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignAssetProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignBuoyProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignLineProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignLineTypeProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignVesselProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignVesselTypeProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignConstraintProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignVariableData,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignShapeProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
AssignGroupProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetBuoyProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetLineTypeProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetLineProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetVesselTypeProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetVesselProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetConstraintProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetVariableData,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetShapeProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
GetGroupProperties,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
save_output,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
prepare_visualizations,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
load_variations,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
get_fe_filename,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
overwrite_fe_files,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
save_fe_batch_file,infrastructure/base_solvers/structural/fea/FEAComponents.py,infrastructure,Gap,,low,
