extract_priority	wiki_domain_candidate	bucket	content_kind	extension	bytes	absolute_path	relative_path
medium	lng-projects	doris-62092-sesa	document	.doc	2084352	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10027-0000-A.doc	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10027-0000-A.doc
medium	lng-projects	doris-62092-sesa	document	.doc	2084352	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Client Supplied/GSM-AO-L-ETC-10027-0000-A.doc	999 Work Space/CTR-10/Client Supplied/GSM-AO-L-ETC-10027-0000-A.doc
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1812698	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/FLUITEK/FLUITEK/2.1. TEST  PROCEDURE.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/FLUITEK/FLUITEK/2.1. TEST  PROCEDURE.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1768748	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-LYO-10024-0001-A-B.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-LYO-10024-0001-A-B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1768748	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-11/Client Supplied/GSM-AO-C-LYO-10024-0001-A-B.pdf	999 Work Space/CTR-11/Client Supplied/GSM-AO-C-LYO-10024-0001-A-B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1735916	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-04/GSM-AO-L-ETC-10036-0000-0 w comments CODE B.pdf	999 Work Space/CTR-04/GSM-AO-L-ETC-10036-0000-0 w comments CODE B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1735916	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-04/GSM-AO-L-ETC-10036-0000-0 w comments CODE B.pdf	999 Work Space/JWhipple/CTR-04/GSM-AO-L-ETC-10036-0000-0 w comments CODE B.pdf
medium	lng-projects	doris-62092-sesa	document	.doc	1712128	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ETC-10011-0000-B.doc	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ETC-10011-0000-B.doc
medium	lng-projects	doris-62092-sesa	document	.doc	1712128	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/Client Supplied/GSM-AO-C-ETC-10011-0000-B.doc	999 Work Space/CTR-08/Client Supplied/GSM-AO-C-ETC-10011-0000-B.doc
medium	lng-projects	doris-62092-sesa	document	.doc	1711104	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-08/GSM-AO-C-ETC-10011-0000-B.doc	999 Work Space/JWhipple/CTR-08/GSM-AO-C-ETC-10011-0000-B.doc
medium	lng-projects	doris-62092-sesa	document	.docx	1704548	/mnt/ace/doris/62092_sesa/999 Work Space/Templates/61738-523-DAT-0003 HDD Datasheet for Pig Cleaning.docx	999 Work Space/Templates/61738-523-DAT-0003 HDD Datasheet for Pig Cleaning.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1692578	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-M-MOP-10001-00000-A.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-M-MOP-10001-00000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1692578	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-11/Client Supplied/GSM-AO-M-MOP-10001-00000-A.pdf	999 Work Space/CTR-11/Client Supplied/GSM-AO-M-MOP-10001-00000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1633348	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-T-PRO-10001-0000-A.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-T-PRO-10001-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1633348	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-T-PRO-10001-0000-A.pdf	999 Work Space/CTR-09/Client Supplied/GSM-AO-T-PRO-10001-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1633338	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/5. Quality Manual HIT VALVE_index.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/5. Quality Manual HIT VALVE_index.pdf
medium	lng-projects	doris-62092-sesa	document	.docx	1615060	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-08/GSM-AO-C-ETC-10011-0000-B.docx	999 Work Space/JWhipple/CTR-08/GSM-AO-C-ETC-10011-0000-B.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1540199	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-05/GSM-AO-L-ETC-10037-0000-1 w comments CODE B.pdf	999 Work Space/CTR-05/GSM-AO-L-ETC-10037-0000-1 w comments CODE B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1540199	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-05/GSM-AO-L-ETC-10037-0000-1 w comments CODE B.pdf	999 Work Space/JWhipple/CTR-05/GSM-AO-L-ETC-10037-0000-1 w comments CODE B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1497549	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/RMT VALVOMECCANICA/5. SAMPLE QCP.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/RMT VALVOMECCANICA/5. SAMPLE QCP.pdf
medium	lng-projects	doris-62092-sesa	document	.doc	1437184	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ETC-10009-0000-A.doc	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ETC-10009-0000-A.doc
medium	lng-projects	doris-62092-sesa	document	.doc	1437184	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Client Supplied/GSM-AO-C-ETC-10009-0000-A.doc	999 Work Space/CTR-10/Client Supplied/GSM-AO-C-ETC-10009-0000-A.doc
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1405217	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10027-0000-A.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10027-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1405217	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Client Supplied/GSM-AO-L-ETC-10027-0000-A.pdf	999 Work Space/CTR-10/Client Supplied/GSM-AO-L-ETC-10027-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1395870	/mnt/ace/doris/62092_sesa/002 Project Filing/100 Project Management/190 Project Records/Presentations/61912-190-PRN-20251114_KOM.pdf	002 Project Filing/100 Project Management/190 Project Records/Presentations/61912-190-PRN-20251114_KOM.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1363684	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/PIETRO/5. QEHS-M -Rev9+Atts.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/PIETRO/5. QEHS-M -Rev9+Atts.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1352677	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-C-ITE-10011-0000-A_B.pdf	002 Project Filing/Deliverables/GSM-AO-C-ITE-10011-0000-A_B.pdf
medium	lng-projects	doris-62092-sesa	document	.docx	1306001	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-M-PRO-10001-0000-A.docx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-M-PRO-10001-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1306001	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-11/Client Supplied/GSM-AO-M-PRO-10001-0000-A.docx	999 Work Space/CTR-11/Client Supplied/GSM-AO-M-PRO-10001-0000-A.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1286901	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/GSM-AO-C-ITE-10011-0000-A Rev JRA_JW.pdf	999 Work Space/CTR-09/GSM-AO-C-ITE-10011-0000-A Rev JRA_JW.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1285589	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Old/GSM-AO-C-ITE-10011-0000-A Rev JRA.pdf	999 Work Space/CTR-09/Old/GSM-AO-C-ITE-10011-0000-A Rev JRA.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1283453	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/19-Dec-25/Estudios de referencia/GSM-AO-C-ITE-10011-0000-A Rev JRA.pdf	000 Client Supplied/08 - Documents to Review CTR-08/19-Dec-25/Estudios de referencia/GSM-AO-C-ITE-10011-0000-A Rev JRA.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1281198	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ITE-10011-0000-A.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ITE-10011-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1281198	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-C-ITE-10011-0000-A.pdf	999 Work Space/CTR-09/Client Supplied/GSM-AO-C-ITE-10011-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1275574	/mnt/ace/doris/62092_sesa/000 Client Supplied/03-Material Specs and DS/Fittings/CPY request Weld Support 1 dec 2025.pdf	000 Client Supplied/03-Material Specs and DS/Fittings/CPY request Weld Support 1 dec 2025.pdf
medium	lng-projects	doris-62092-sesa	document	.doc	1234432	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-Q-PRO-10061-0000-A.doc	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-Q-PRO-10061-0000-A.doc
medium	lng-projects	doris-62092-sesa	document	.doc	1234432	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-Q-PRO-10061-0000-A.doc	999 Work Space/CTR-09/Client Supplied/GSM-AO-Q-PRO-10061-0000-A.doc
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1205968	/mnt/ace/doris/62092_sesa/000 Client Supplied/03-Material Specs and DS/Flanges/SESA Request 26 Nov 2025.pdf	000 Client Supplied/03-Material Specs and DS/Flanges/SESA Request 26 Nov 2025.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1194422	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/GSM-AO-M-MCA-10020-0000-A w comments CODE B.pdf	999 Work Space/CTR-09/GSM-AO-M-MCA-10020-0000-A w comments CODE B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1194422	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-09/GSM-AO-M-MCA-10020-0000-A w comments CODE B.pdf	999 Work Space/JWhipple/CTR-09/GSM-AO-M-MCA-10020-0000-A w comments CODE B.pdf
medium	lng-projects	doris-62092-sesa	document	.docx	1190848	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10029-0000-A.docx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10029-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1190848	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-L-ETC-10029-0000-A.docx	999 Work Space/CTR-09/Client Supplied/GSM-AO-L-ETC-10029-0000-A.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1182346	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-L-HDS-10020-0000-A_B.pdf	002 Project Filing/Deliverables/GSM-AO-L-HDS-10020-0000-A_B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1182346	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/GSM-AO-L-HDS-10020-0000-A w comments CODE B.pdf	999 Work Space/CTR-09/GSM-AO-L-HDS-10020-0000-A w comments CODE B.pdf
medium	lng-projects	doris-62092-sesa	document	.docx	1179217	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-L-ETC-10029-0000-A_EN.docx	999 Work Space/CTR-09/Client Supplied/GSM-AO-L-ETC-10029-0000-A_EN.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1169467	/mnt/ace/doris/62092_sesa/000 Client Supplied/02-Free Span Analysis/GSM-AO-L-MCA-10024-0000-A.docx	000 Client Supplied/02-Free Span Analysis/GSM-AO-L-MCA-10024-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1154368	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-T-PRO-10001-0000-A.docx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-T-PRO-10001-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1154368	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-T-PRO-10001-0000-A.docx	999 Work Space/CTR-09/Client Supplied/GSM-AO-T-PRO-10001-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1135702	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-03/GSM-AO-L-MCA-10025-0000-A MKII English.docx	999 Work Space/JWhipple/CTR-03/GSM-AO-L-MCA-10025-0000-A MKII English.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1129744	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10041-0000-2.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10041-0000-2.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1129744	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Client Supplied/GSM-AO-L-ETC-10041-0000-2.pdf	999 Work Space/CTR-10/Client Supplied/GSM-AO-L-ETC-10041-0000-2.pdf
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	1108761	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2026-01-08/GSM-AO-T-MCA-10001-0000-A.xlsx	000 Client Supplied/08 - Documents to Review CTR-08/2026-01-08/GSM-AO-T-MCA-10001-0000-A.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	1108761	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-T-MCA-10001-0000-A.xlsx	999 Work Space/CTR-09/Client Supplied/GSM-AO-T-MCA-10001-0000-A.xlsx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1106298	/mnt/ace/doris/62092_sesa/002 Project Filing/Deliverables/GSM-AO-C-ETC-10011-0000-B.pdf	002 Project Filing/Deliverables/GSM-AO-C-ETC-10011-0000-B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1106298	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/GSM-AO-C-ETC-10011-0000-B Rev JRA.pdf	999 Work Space/CTR-08/GSM-AO-C-ETC-10011-0000-B Rev JRA.pdf
medium	lng-projects	doris-62092-sesa	document	.docx	1097902	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-Q-PRO-10060-0000-A.docx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-Q-PRO-10060-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1097902	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-Q-PRO-10060-0000-A.docx	999 Work Space/CTR-09/Client Supplied/GSM-AO-Q-PRO-10060-0000-A.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1097176	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/19-Dec-25/Estudios de referencia/GSM-AO-C-ETC-10011-0000-B Rev JRA.pdf	000 Client Supplied/08 - Documents to Review CTR-08/19-Dec-25/Estudios de referencia/GSM-AO-C-ETC-10011-0000-B Rev JRA.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1090826	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ETC-10011-0000-B.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ETC-10011-0000-B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1090826	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-08/Client Supplied/GSM-AO-C-ETC-10011-0000-B.pdf	999 Work Space/CTR-08/Client Supplied/GSM-AO-C-ETC-10011-0000-B.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1089204	/mnt/ace/doris/62092_sesa/000 Client Supplied/03-Material Specs and DS/Flanges/GSM-AO-L-ETC-10036-0000-0.pdf	000 Client Supplied/03-Material Specs and DS/Flanges/GSM-AO-L-ETC-10036-0000-0.pdf
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	1083439	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2026-01-06/GSM-AO-M-MCA-10020-0000-A.xlsx	000 Client Supplied/08 - Documents to Review CTR-08/2026-01-06/GSM-AO-M-MCA-10020-0000-A.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	1083439	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-M-MCA-10020-0000-A.xlsx	999 Work Space/CTR-09/Client Supplied/GSM-AO-M-MCA-10020-0000-A.xlsx
medium	lng-projects	doris-62092-sesa	document	.docx	1082273	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-T-ETC-10002-0000-A.docx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-T-ETC-10002-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1082273	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-T-ETC-10002-0000-A.docx	999 Work Space/CTR-09/Client Supplied/GSM-AO-T-ETC-10002-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1082266	/mnt/ace/doris/62092_sesa/000 Client Supplied/03-Material Specs and DS/Fittings/GSM-AO-L-ETC-10037-0000-1.docx	000 Client Supplied/03-Material Specs and DS/Fittings/GSM-AO-L-ETC-10037-0000-1.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1082266	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-05/GSM-AO-L-ETC-10037-0000-1.docx	999 Work Space/CTR-05/GSM-AO-L-ETC-10037-0000-1.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1081744	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10040-0000-1.docx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-L-ETC-10040-0000-1.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1081744	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Client Supplied/GSM-AO-L-ETC-10040-0000-1.docx	999 Work Space/CTR-10/Client Supplied/GSM-AO-L-ETC-10040-0000-1.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1080943	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-T-ETC-10001-0000-0.docx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-T-ETC-10001-0000-0.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1080433	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-Q-PRO-10059-0000-A.docx	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-Q-PRO-10059-0000-A.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1080433	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-09/Client Supplied/GSM-AO-Q-PRO-10059-0000-A.docx	999 Work Space/CTR-09/Client Supplied/GSM-AO-Q-PRO-10059-0000-A.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1079795	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-01-Valves/62092-500-TCN-0001 Subsea Valves TBE Technical Note Rev 1 Final.pdf	999 Work Space/CTR-01-Valves/62092-500-TCN-0001 Subsea Valves TBE Technical Note Rev 1 Final.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1075238	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-04/GSM-AO-L-ETC-10036-0000-0.pdf	999 Work Space/CTR-04/GSM-AO-L-ETC-10036-0000-0.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1075238	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-04/GSM-AO-L-ETC-10036-0000-0.pdf	999 Work Space/JWhipple/CTR-04/GSM-AO-L-ETC-10036-0000-0.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1064326	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-M-PRO-10001-0000-A.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-M-PRO-10001-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1064326	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-11/Client Supplied/GSM-AO-M-PRO-10001-0000-A.pdf	999 Work Space/CTR-11/Client Supplied/GSM-AO-M-PRO-10001-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	1039001	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/3. HIT VALVE_All products catalogue.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/3) Oferentes/ATP SOLUTIONS/3. HIT VALVE_All products catalogue.pdf
medium	lng-projects	doris-62092-sesa	document	.docx	1025185	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-04/AutoRecovery save of GSM-AO-L-ETC-10037-0000-1 English.docx	999 Work Space/JWhipple/CTR-04/AutoRecovery save of GSM-AO-L-ETC-10037-0000-1 English.docx
medium	lng-projects	doris-62092-sesa	document	.docx	1025151	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-05/GSM-AO-L-ETC-10037-0000-1 English.docx	999 Work Space/CTR-05/GSM-AO-L-ETC-10037-0000-1 English.docx
medium	lng-projects	doris-62092-sesa	document	.docx	992600	/mnt/ace/doris/62092_sesa/999 Work Space/JWhipple/CTR-03/GSM-AO-L-MCA-10024-0000-A English.docx	999 Work Space/JWhipple/CTR-03/GSM-AO-L-MCA-10024-0000-A English.docx
medium	lng-projects	doris-62092-sesa	pdf	.pdf	959812	/mnt/ace/doris/62092_sesa/000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/2) Bases de diseño/24/GSM-AO-G-BDI-10012-0000-0.pdf	000 Client Supplied/01-Subsea Valves TBE/AT Válvulas Offshore/2) Bases de diseño/24/GSM-AO-G-BDI-10012-0000-0.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	946640	/mnt/ace/doris/62092_sesa/000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ETC-10009-0000-A.pdf	000 Client Supplied/08 - Documents to Review CTR-08/2025-12-18-DORIS/Envío a DORIS_18-12-2025/GSM-AO-C-ETC-10009-0000-A.pdf
medium	lng-projects	doris-62092-sesa	pdf	.pdf	946640	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-10/Client Supplied/GSM-AO-C-ETC-10009-0000-A.pdf	999 Work Space/CTR-10/Client Supplied/GSM-AO-C-ETC-10009-0000-A.pdf
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	940921	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev C 20251210.xlsx	999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev C 20251210.xlsx
medium	lng-projects	doris-62092-sesa	tabular	.xlsx	940574	/mnt/ace/doris/62092_sesa/999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev A R3_FSosa 24-Nov-2025.xlsx	999 Work Space/CTR-01-Valves/62092-322-TBE-0001 Technical Bid Evaluation for Valves Rev A R3_FSosa 24-Nov-2025.xlsx
